CaseID,caseid2023,caseid2022,weight_pop,panel_weight_pop,L0_a,L0_b,L0_c,L0_d,L0_e,L0B_a,L0B_b,L0B_c,L0C,L0E,B2,B3,B3A_a,B3A_b,B3A_c,B3A_d,B3A_e,B3B_a,B3B_b,B3B_c,B3B_d,B3B_e,B7_a,B7_b,X11_none,X12_a,X12_b,X12_c,X12_d,X12_e,X12_f,X12_g,X13,CG0,CG1A,CG2,CG7_a,CG7_b,CG7_c,CG7_d,CG7_e,CG7_f,CG7_g,CG9,CG8,CG3,CG4,CG5_a,CG5_b,CG5_c,CG5_d,CG5_e,CG5_f,CG6,D1A,D4,D48,D3B,D1E,D22_a,D22_b,D22_c,D22_d,D22_e,D22_f,D22_g,D22_h,D22_i,D3A,D3E,D28_a,D28_b,D30,D47,D34A,D36B,D44_f,D44_a,D44_b,D44_c,D44_d,D44_e,D37A,D38_a,D38_b,D38_c,D38_d,D38_f,D39,D1B,D5,D49,D41_a,D41_b,D41_c,D41_d,D41_e,D41_f,D41_g,D41_h,D41_i,GE2A,GE12_a,GE12_b,GE12_c,GE2B,GE1A,GE1B,GE1C,GE1D,GE1E_a,GE1E_b,GE1E_c,GE1E_d,GE1E_e,GE61,GE20C,GE62_a,GE62_b,GE62_c,GE62_d,GE62_e,GE62_f,GH1,GH12,GH12A,GH13_a,GH13_b,GH13_c,GH13_d,R1_a,R1_b,R1_c,R1_d,R1_e,R1_f,R1_g,R1_h,GH2,R4,R5B_a,R5B_b,R5B_c,R5B_d,R5C_a,R5C_b,R5C_c,R5C_d,R3,R11,M4,GH3_a,GH3_b,GH3_c,GH3_d,GH3_e,ND0,ND1_a,ND1_b,ND1_c,ND1_d,ND1_e,ND2,ND4_a,ND4_b,ND4_c,BK1,BK2_a,BK2_b,BK2_c,BK2_d,BK2_e,BK2_f,BK47_a,BK47_b,BK48,BK49A,BK49B,BK50,BK51,BK52_a,BK52_b,BK52_c,BK52_d,BK52_e,BK52_f,BK52_g,BK52_h,A6,A0,A7_a,A7_b,A7_c,A7_d,A7_e,A7_f,A0B,A1_a,A1_b,A1_c,A8_a,A8_b,A8_c,A8_d,A8_e,A8_f,A2,C2A,C3P,C4A,BNPL1,BNPL3,BNPL3A,BNPL4_a,BNPL4_b,BNPL4_c,BNPL4_d,BNPL4_e,BNPL4_f,BNPL4_g,S16_a,S16_b,S16_c,S18,S21,ED0,D1G,ED0B,ED0D,ED1,SL1,SL3,SL4A,SL4,SL6,SL7,SL8_a,SL8_b,SL8_c,SL8_d,SL8_e,SL10A,SL11,SL13,D1I,K0,K8B,K9_a,K9_b,K9_c,K9_d,K9_e,K9_f,K14_a,K14_b,K15_a,K15_b,K15_c,K15_d,K15_e,K21_a,K21_b,K21_c,K21_d,K21_e,K21_f,DC4,K5A_a,K5A_b,K5A_c,I0_a,I0_b,I0_c,I0_d,I0_e,I0_f,I40,I41_a,I41_b,I41_c,I41_d,I41_e,I9,I12,I20,I21_a,I21_b,INF4,INF3_a,INF3_b,INF3_c,INF3_d,INF3_e,INF3_f,INF3_g,EF1,EF2,EF3_a,EF3_b,EF3_c,EF3_d,EF3_e,EF3_f,EF3_g,EF3_h,EF5C,EF6C_a,EF6C_b,EF6C_c,EF6C_d,EF7,B0_a,B0_b,B0_c,B1_a,B1_b,FD3,E8_a,E8_b,E8_c,E1_a,E1_b,E1_c,E1_d,E1_e,E2,E2A,E2B,E4_a,E4_b,E4_c,E4_d,E4_e,E4_f,CH2A,ppage,ppagecat,ppagect4,ppeduc5,ppeducat,ppemploy,ppethm,ppgender,pphhsize,pphouse4,ppinc7,ppmarit5,ppmsacat,ppreg4,ppreg9,pprent,ppstaten,ppkid017,ppt18ov,ppcm0160,ind1,ppcm1301,UNION100,pph10001,ppfs0001,ppfs0596,ppfs1482,pphi0001,ppracem,pphispan,pppa_lgb,ppp20197,pphi0018,pph12003,pph12004,pph12005,pph12006,pph12007,pphhsize5,race_5cat,inc_4cat_50k,educ_4cat,pay_casheqv,atleast_okay,control
11859,,,26724.1758,,No,No,No,Yes,No,,,,,,Living comfortably,Much better off,,,,,,Yes,Yes,No,Yes,Yes,Poor,Good,No,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,Yes,Yes,No,,Yes,No,No,No,No,Yes,No,No,Yes,No,Working for someone else,,Never,Never,Normally work the same hours,Don’t know,Some,Not at all likely,Yes,No,Yes,Yes,Yes,Yes,Different main job – new employer,About the same,Better,Better,Better,Better,Better,Not confident,,,,,,,,,,,,Yes,No,No,Yes,No,Yes,,,,,,,,,No,1 to 4 hours,Agree,Agree,Disagree,Agree,Neither agree nor disagree,Disagree,Pay rent,,,,,,,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Before 2023,,,,,,,,,,100.0,No,,Somewhat dissatisfied,Very dissatisfied,Somewhat dissatisfied,Somewhat satisfied,Somewhat satisfied,"Yes, slightly",No,Yes,No,No,No,Much higher,No,Yes,Yes,Yes,No,Yes,No,No,No,Yes,No,Yes,"I lost money, but all of it was recovered or refunded",81.0,,1 to 9 hours,No,,,,,,,,,Somewhat confident,No,,,,,,,Yes,,,,,,,,,,No,No,,,No,,,,,,,,,,No,No,No,,,Some college but no degree (including currently enrolled in college),"Yes, as a full-time student",Bachelor’s degree,,Humanities / arts,No,,,,,No,,,,,,,,,No,Yes,,,,,,,,,,,,,,,No,No,Yes,Yes,No,No,Mostly comfortable,No,No,No,Yes,Yes,No,No,No,No,"$5,000 to $9,999",No,No,No,No,,Occasionally varies from month to month,No,More than your income,Increased,Increased,Somewhat worse,Yes,Yes,Yes,No,No,Yes,,Yes,,No,No,Yes,No,No,No,No,No,Yes,,,,,"$2,000 or more",Not at all,Not at all,Not at all,Always,Rarely,Enough of the kinds of food we wanted to eat,No,No,No,No,Yes,Yes,No,No,Yes,$1 to $499,No,No,No,No,No,No,No,Bachelor’s degree,18,18-24,18–29,Some college or Associate's degree,Some college or Associate's degree,Working part-time,Hispanic,Female,2,Building with 2 or more apartments,"$100,000 to $149,999",Never married,Metro,West,Pacific,Owned or being bought by you or someone in your household,ca,0,2,"Education, Training, and Library",Education and Tutoring,Private-for-profit company,No,Very good,Another household member makes all or most of the decisions,,Don’t know,More English than Spanish,White,"Yes, Mexican, Mexican-American, Chicano","Straight, that is, not gay",Yes,,No,No,No,No,No,2,Hispanic,"Less than $25,000",Some college/technical or associates degree,Yes,Yes,Public
11873,,,37564.3489,,Yes,Yes,No,No,No,,,,4,0 to 2 years old,Just getting by,Somewhat worse off,No,Yes,No,Yes,No,,,,,,Only fair,Poor,No,,,,,,,,,Yes,40 hours or more,120.0,No,No,No,No,No,No,Yes,,,I am usually the primary caretaker,No,,,,,,,,Yes,No,Yes,,Yes,,,,,,,,,,Working for someone else,,Never,Never,"Schedule varies, primarily based on my employer’s needs",Yes,Some,Very likely,No,Yes,No,Yes,No,No,,,,,,,,Not confident,Yes,Yes,,,,,,,,,,Yes,No,Yes,Yes,No,,No,,No,,,,,,Yes,1 to 4 hours,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Own your home with a mortgage or loan,Yes,,No,No,No,Yes,,,,,,,,,Before 2023,,,,,,,,,,,,700.0,Very satisfied,Very dissatisfied,Very satisfied,Neither satisfied nor dissatisfied,Neither satisfied nor dissatisfied,"Yes, substantially",Yes,Yes,Yes,No,No,About the same,No,No,No,Yes,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,Not confident,No,,,,,,,No,,,,,,,,,,,No,,,No,,,,,,,,,,No,No,No,,,Some college but no degree (including currently enrolled in college),No,,,Undeclared,No,,,,,No,,,,,,No,,,No,No,,,,,,,,,,,,,,,No,No,No,No,No,No,Not comfortable,No,No,No,Yes,No,No,No,No,No,"$60,000 to $74,999",Yes,Yes,Yes,No,No,Varies quite often from month to month,Yes,The same as your income,About the same,About the same,Somewhat worse,Yes,Yes,Yes,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,Yes,Yes,,,,,Under $100,Completely,Completely,Completely,Never,Always,"Enough, but not always the kinds of food we wanted to eat",No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,"$1,000 to $1,999",No,No,No,No,No,No,No,High school degree or GED,25,25-34,18–29,High school graduate (high school diploma or the equivalent GED),High school graduate (high school diploma or the equivalent GED),Working part-time,Hispanic,Female,4,"Other (mobile home, boat, RV, van, etc.)","$25,000 to $49,999",Now married,Metro,South,South Atlantic,Owned or being bought by you or someone in your household,ga,2,2,Management,Accommodation and Food Services,Private-for-profit company,No,,,,,,White,"Yes, Mexican, Mexican-American, Chicano","Straight, that is, not gay",Yes,,,,,,,4,Hispanic,"$50,000–$99,999",Some college/technical or associates degree,No,No,Private for-profit
11878,,,25808.6823,,Yes,Yes,No,No,No,,,,2,6 to 12,Doing okay,Somewhat worse off,No,Yes,No,No,No,,,,,,Good,Only fair,No,,,,,,,,,No,,,Yes,No,No,No,No,No,No,,1 to 9 hours,My spouse/partner and I equally share caretaking responsibilities,No,,,,,,,,Yes,No,No,,No,No,Yes,Yes,No,Yes,No,No,No,No,Working for someone else,,Sometimes,Often,Normally work the same hours,No,,Not that likely,No,No,No,No,No,No,,,,,,,,Very confident,Yes,Yes,,,,,,,,,,Yes,No,No,Yes,No,,No,,No,,,,,,No,1 to 4 hours,Disagree,Agree,Neither agree nor disagree,Agree,Disagree,Neither agree nor disagree,Own your home with a mortgage or loan,Yes,,No,No,No,Yes,,,,,,,,,Before 2023,,,,,,,,,,,,1200.0,Very satisfied,Very satisfied,Very satisfied,Very satisfied,Very satisfied,No,,,,,,About the same,No,No,No,Yes,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,Very confident,Yes,Yes,No,No,No,No,No,,No,No,No,,,,,,,,Yes,paid at least the minimum payment on all credit cards,Once,No,,,,,,,,,,No,No,No,,,Master’s degree,No,,,Health,No,,,,,Yes,No,No,Yes,No,Yes,Yes,No,,No,Yes,,,,,,,,,,,,,,,Yes,Yes,Yes,No,Yes,No,Not comfortable,No,No,Yes,Yes,Yes,No,No,No,No,"$200,000 or more",No,No,No,No,No,Occasionally varies from month to month,No,Less than your income,About the same,Increased,Much worse,Yes,Yes,Yes,No,Yes,Yes,,Yes,,Yes,Yes,No,No,No,No,No,No,Yes,,,,,"$2,000 or more",Very little,Very little,Somewhat,Never,Often,Enough of the kinds of food we wanted to eat,No,No,No,No,No,No,No,No,No,,No,Yes,No,No,No,No,No,Associate degree,47,45-54,45–59,Master’s degree or higher,Bachelor's degree or higher,Working part-time,Hispanic,Female,4,A one-family house detached from any other house,"$150,000 or more",Now married,Metro,Northeast,Mid-Atlantic,Owned or being bought by you or someone in your household,ny,2,2,"Life, Physical, and Social Sciences","Professional, Scientific, Technical, and Business Services",Government,Yes,Fair,,,,,White,"Yes, Other","Straight, that is, not gay",Yes,,No,No,No,No,No,4,Hispanic,"$100,000 or more",Bachelor's degree or more,No,Yes,Private nonprofit
11880,,,46907.4477,,Yes,Yes,No,No,No,,,,3,3 to 5,Just getting by,Somewhat worse off,Yes,Yes,No,No,No,,,,,,Poor,Only fair,No,,,,,,,,,No,,,No,No,No,No,No,No,Yes,,,My spouse/partner is usually the primary caretaker,No,,,,,,,,Yes,No,Yes,,Yes,,,,,,,,,,Working for someone else,,Rarely,Sometimes,Normally work the same hours,No,,Somewhat likely,Yes,Yes,No,No,No,No,,,,,,,,Somewhat confident,No,,No,,Yes,No,Yes,No,No,No,No,No,,,,No,No,,,,,,,,,,,,,,,,,Own your home with a mortgage or loan,Yes,,No,No,No,Yes,,,,,,,,,Before 2023,,,,,,,,,,,,425.0,Somewhat satisfied,Neither satisfied nor dissatisfied,Somewhat satisfied,Somewhat satisfied,Neither satisfied nor dissatisfied,No,,,,,,About the same,No,No,No,Yes,No,No,Yes,No,No,No,No,No,,,,,,,,,,,,,,Somewhat confident,No,,,,,,,Yes,,,,,,,,,,No,Yes,did not pay or paid less than the minimum payment on at least one card,Some of the time,No,,,,,,,,,,No,No,No,,,High school degree or GED,No,,No,,No,,,,,No,,,,,,No,No,,No,No,,,,,,,,,,,,,,,No,No,No,No,No,No,Mostly comfortable,No,No,No,Yes,No,No,No,No,No,"$50,000 to $59,999",Yes,No,Yes,No,No,Roughly the same amount each month,,The same as your income,Decreased,About the same,Much worse,Yes,Yes,No,No,Yes,No,Yes,No,Yes,No,No,No,No,No,Yes,Yes,No,No,Paid in full,Paid in full,Made partial payment or did not pay,Does not apply (do not have bill),Under $100,Somewhat,Very well,Completely,Never,Sometimes,"Enough, but not always the kinds of food we wanted to eat",No,No,No,Yes,No,No,Yes,No,Yes,$1 to $499,Yes,Yes,No,No,No,No,No,High school degree or GED,42,35-44,30–44,No high school diploma or GED,No high school diploma or GED,Working full-time,Hispanic,Male,8,A one-family house detached from any other house,"$25,000 to $49,999",Now married,Non-Metro,Midwest,West-North Central,Owned or being bought by you or someone in your household,mo,4,4,Management,"Factory, Manufacturing, and Woodworking",Private-for-profit company,No,Good,,,,Only English,White,"Yes, Mexican, Mexican-American, Chicano","Straight, that is, not gay",Yes,,No,No,No,No,No,5,Hispanic,"$50,000–$99,999",High school degree or GED,No,No,
11888,,,54599.0433,,No,No,No,Yes,Yes,Yes,No,No,,,Doing okay,About the same,,,,,,,,,,,Only fair,Good,,Minor concern,Major concern,Not a concern,Minor concern,Minor concern,Minor concern,Not a concern,,,,,,,,,,,,,,,No,,,,,,,,No,,,,Yes,No,,No,No,No,Yes,Yes,No,No,,,,,,,,,No,,,No,No,No,,,,,,,,Not confident,,,,,,,,,,,,No,,,,No,No,,,,,,,,,,,,,,,,,Own your home with a mortgage or loan,Yes,,Yes,No,No,No,,,,,,,,,Before 2023,,,,,,,,,,,,928.0,Somewhat satisfied,Somewhat satisfied,Very satisfied,Very satisfied,Somewhat dissatisfied,No,,,,,,About the same,No,Yes,No,Yes,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,Very confident,Yes,Yes,No,No,No,No,No,,No,No,No,,,,,,,,Yes,paid at least the minimum payment on all credit cards,Most or all of the time,No,,,,,,,,,,Yes,No,No,,,Some college but no degree (including currently enrolled in college),No,,Yes,Other,No,,,,,No,,,,,,,Do not have children or grandchildren,,No,No,,,,,,,,,,,,,,,Yes,No,No,Yes,Yes,No,Slightly comfortable,No,No,No,No,No,Yes,No,No,No,"Less than $5,000",No,No,No,No,,Roughly the same amount each month,,More than your income,About the same,Increased,Much worse,Yes,Yes,No,No,Yes,No,,No,Yes,No,Yes,No,No,Yes,No,No,No,Yes,,,,,Under $100,Somewhat,Somewhat,Very little,Rarely,Sometimes,Enough of the kinds of food we wanted to eat,No,No,No,No,No,No,No,No,Yes,"$1,000 to $1,999",Yes,No,No,Yes,No,No,No,Less than high school degree,32,25-34,30–44,High school graduate (high school diploma or the equivalent GED),High school graduate (high school diploma or the equivalent GED),Not working,Hispanic,Male,4,A one-family house detached from any other house,"$100,000 to $149,999",Never married,Metro,South,South Atlantic,Owned or being bought by you or someone in your household,nc,0,4,Not asked,-2,Not asked,Not asked,Fair,,,,Both Spanish and English equally,White,"Yes, Mexican, Mexican-American, Chicano","Straight, that is, not gay",Yes,,No,No, Yes, Yes, Yes,4,Hispanic,"Less than $25,000",Some college/technical or associates degree,No,Yes,
11889,,,36133.6909,,Yes,No,No,No,No,,,,,,Finding it difficult to get by,About the same,,,,,,,,,,,Poor,Poor,,Minor concern,Major concern,Major concern,Major concern,Major concern,Minor concern,Not a concern,,,,,,,,,,,,,,,Yes,No,No,Yes,Yes,Yes,Yes,Daily,No,,,,Yes,No,,No,No,No,No,Yes,No,No,,,,,,,,,No,,,No,No,No,,,,,,,,Not confident,Yes,No,No,No,No,Yes,No,No,No,No,No,No,,,,No,,No,,No,,,,,,,,,,,,,,Pay rent,,,,,,,No,No,Yes,Yes,Yes,Yes,Yes,No,2023,,,,,,,,,,1250.0,Yes,,Neither satisfied nor dissatisfied,Neither satisfied nor dissatisfied,Neither satisfied nor dissatisfied,Very satisfied,Very dissatisfied,No,,,,,,Much lower,Yes,No,No,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,"I lost money, and some of it was recovered or refunded",3777.0,1500.0,80 hours or more,Yes,No,No,No,No,No,No,No,Yes,Very confident,No,,,,,,,No,,,,,,,,,,,No,,,No,,,,,,,,,,No,No,No,,,Less than high school degree,No,,,,No,,,,,No,,,,,,Yes,No,,No,Don’t know,,,,,,,,,,,,,,,No,No,No,No,No,No,Not comfortable,No,No,No,No,No,Yes,Yes,No,No,"$10,000 to $14,999",No,Yes,No,No,,Varies quite often from month to month,Yes,More than your income,Decreased,Decreased,Much worse,Yes,Yes,Yes,No,Yes,No,,No,No,No,No,No,No,No,No,No,Yes,No,Made partial payment or did not pay,Made partial payment or did not pay,Does not apply (do not have bill),Does not apply (do not have bill),Under $100,Completely,Very little,Completely,Never,Always,Sometimes not enough to eat,No,No,No,Yes,Yes,Yes,Yes,Yes,No,,No,No,No,Yes,No,No,No,Less than high school degree,46,45-54,45–59,No high school diploma or GED,No high school diploma or GED,Not working,Hispanic,Male,1,Building with 2 or more apartments,"$25,000 to $49,999",Divorced,Metro,West,Mountain,Rented for cash,az,0,1,Not asked,-2,Not asked,Not asked,,,,,,White,"Yes, Mexican, Mexican-American, Chicano",,Yes,,,,,,,1,Hispanic,"Less than $25,000",Less than a high school degree,No,No,
11910,,,31903.457,,Yes,No,Yes,No,No,,,,,,Just getting by,Much worse off,No,Yes,No,No,No,,,,,,Poor,Poor,,Major concern,Major concern,Major concern,Major concern,Major concern,Major concern,Not a concern,Both are of equal concern,,,,,,,,,,,,,,Yes,No,No,No,Yes,No,No,Daily,Yes,No,Yes,,No,,,,,,,,,,Working for someone else,,Rarely,Often,Normally work the same hours,No,,Not that likely,No,No,No,No,No,No,,,,,,,,Not confident,No,,No,,No,No,No,No,No,No,No,No,,,,No,No,,,,,,,,,,,,,,,,,Own your home free and clear (without a mortgage or loan),Yes,,Yes,No,No,No,,,,,,,,,Before 2023,,,,,,,,,,,,,Neither satisfied nor dissatisfied,Neither satisfied nor dissatisfied,Neither satisfied nor dissatisfied,Neither satisfied nor dissatisfied,Very dissatisfied,No,,,,,,Much higher,No,No,No,Yes,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,Not confident,No,,,,,,,No,,,,,,,,,,,Yes,did not use any of my credit cards so had no balances,Once,No,,,,,,,,,,No,No,No,,,Less than high school degree,No,,,,No,,,,,No,,,,,,No,No,,No,No,,,,,,,,,,,,,,,Yes,Yes,No,No,Yes,No,Slightly comfortable,No,No,No,Yes,No,Yes,No,No,Yes,"$25,000 to $29,999",No,No,No,No,,Roughly the same amount each month,,The same as your income,About the same,Increased,Somewhat worse,No,Yes,Yes,No,Yes,No,,No,No,Yes,No,No,No,No,No,No,No,Yes,,,,,$500 to $999,Completely,Completely,Completely,Sometimes,Always,"Enough, but not always the kinds of food we wanted to eat",Yes,Yes,No,No,No,No,No,No,No,,No,No,No,Yes,No,No,No,Less than high school degree,69,65-74,60+,No high school diploma or GED,No high school diploma or GED,Working full-time,Hispanic,Male,2,A one-family house detached from any other house,"$25,000 to $49,999",Now married,Metro,West,Pacific,Owned or being bought by you or someone in your household,ca,0,2,Other (Please specify),"Utilities, Waste Management, and Remediation Services",Private-for-profit company,No,Fair,Another household member and I share in the decisions,,Poor,More English than Spanish,White,"Yes, Mexican, Mexican-American, Chicano","Straight, that is, not gay",Yes,,No,No,No,No,No,2,Hispanic,"$25,000–$49,999",Less than a high school degree,Yes,No,
11926,,,35663.4031,,No,No,No,No,No,,,,,,Doing okay,Somewhat better off,,,,,,Yes,Yes,No,No,No,Poor,Poor,,Minor concern,Major concern,Minor concern,Minor concern,Minor concern,Not a concern,Minor concern,,,,,,,,,,,,,,,No,,,,,,,,No,,,,Yes,Yes,,No,No,Yes,Yes,Yes,No,No,,,,,,,,,No,,,Yes,No,No,,,,,,,,Somewhat confident,,,,,,,,,,,,No,,,,No,No,,,,,,,,,,,,,,,,,Own your home free and clear (without a mortgage or loan),No,I can’t afford it,No,No,No,Yes,,,,,,,,,Before 2023,,,,,,,,,,,,,Somewhat satisfied,Neither satisfied nor dissatisfied,Somewhat dissatisfied,Neither satisfied nor dissatisfied,Somewhat dissatisfied,No,,,,,,About the same,No,Yes,No,Yes,No,Yes,No,Yes,No,No,No,No,,,,,,,,,,,,,,Somewhat confident,No,,,,,,,Yes,,,,,,,,,,Yes,No,,,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,,,Less than high school degree,No,,,,No,,,,,No,,,,,,,No,,No,No,,,,,,,,,,,,,,,Yes,No,No,No,Yes,No,Slightly comfortable,No,No,No,No,No,No,No,No,Yes,"$15,000 to $19,999",No,No,No,No,,Roughly the same amount each month,,The same as your income,About the same,Increased,Little or no effect,No,No,Yes,No,No,No,,No,No,No,No,Yes,No,Yes,No,No,No,Yes,,,,,$100 to $499,Somewhat,Somewhat,Somewhat,Sometimes,Rarely,"Enough, but not always the kinds of food we wanted to eat",Yes,No,Yes,No,No,No,No,No,No,,Yes,No,No,No,No,No,Yes,Less than high school degree,40,35-44,30–44,No high school diploma or GED,No high school diploma or GED,Not working,Hispanic,Male,1,"Other (mobile home, boat, RV, van, etc.)","Less than $10,000",Never married,Metro,South,West-South Central,Owned or being bought by you or someone in your household,tx,0,1,Not asked,-2,Not asked,Not asked,,,,,,White,"Yes, Mexican, Mexican-American, Chicano",,,,,,,,,1,Hispanic,"Less than $25,000",Less than a high school degree,No,Yes,
11931,,,33512.5257,,Yes,Yes,No,No,No,,,,2,6 to 12,Finding it difficult to get by,Somewhat worse off,Yes,Yes,No,Yes,No,,,,,,Poor,Poor,,Not a concern,Major concern,Major concern,Major concern,Minor concern,Not a concern,Minor concern,,No,,,No,No,No,No,No,No,Yes,,,I am usually the primary caretaker,No,,,,,,,,Yes,No,Yes,,Yes,,,,,,,,,,Self-employed (working for myself),No,,,,No,,,No,No,No,No,No,No,,,,,,,,Somewhat confident,No,,No,,No,No,No,No,No,No,No,No,,,,No,Yes,,,,,,,,,Yes,20 to 34 hours,Agree,Agree,Agree,Agree,Agree,Agree,Pay rent,,,,,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Before 2023,,,,,,,,,,650.0,No,,Somewhat dissatisfied,Somewhat dissatisfied,Very dissatisfied,Neither satisfied nor dissatisfied,Very dissatisfied,No,,,,,,Somewhat higher,No,No,No,Yes,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,Very confident,No,,,,,,,No,,,,,,,,,,,No,,,No,,,,,,,,,,No,No,No,,,High school degree or GED,No,,No,,No,,,,,No,,,,,,No,Do not have children or grandchildren,,No,Don’t know,,,,,,,,,,,,,,,No,No,No,No,No,No,Slightly comfortable,No,No,No,No,No,No,No,No,No,"$25,000 to $29,999",Yes,Yes,No,No,Yes,Roughly the same amount each month,,The same as your income,About the same,Increased,Much worse,Yes,Yes,Yes,No,No,Yes,,No,No,No,No,No,No,Yes,No,No,No,Yes,,,,,Under $100,Completely,Completely,Completely,Rarely,Always,"Enough, but not always the kinds of food we wanted to eat",No,No,No,No,No,No,No,No,No,,No,No,Yes,Yes,No,No,No,Less than high school degree,41,35-44,30–44,High school graduate (high school diploma or the equivalent GED),High school graduate (high school diploma or the equivalent GED),Working full-time,Hispanic,Female,4,A one-family house detached from any other house,"$25,000 to $49,999",Now married,Metro,Midwest,East-North Central,Rented for cash,il,2,2,Other (Please specify),"Delivery Services, Warehousing, and Transportation (including Air, Rail, Water, Truck, and Passenger)",Self-employed,Not asked,Fair,,,,More English than Spanish,White,"Yes, Mexican, Mexican-American, Chicano","Straight, that is, not gay",Yes,,No,No,No,No,No,4,Hispanic,"$25,000–$49,999",High school degree or GED,No,No,
11933,,,30085.5331,,No,No,No,Yes,Yes,Yes,No,No,,,Doing okay,Somewhat better off,,,,,,No,No,No,Yes,No,Good,Only fair,,Not a concern,Major concern,Major concern,Not a concern,Minor concern,Major concern,Minor concern,,,,,,,,,,,,,,,Yes,No,,,No,Yes,No,Several days per week,Yes,No,Yes,,Yes,,,,,,,,,,Working for someone else,,Sometimes,Always,Normally work the same hours,Don’t know,,Very likely,No,No,No,No,No,No,,,,,,,,Very confident,,,,,,,,,,,,No,,,,No,No,,,,,,,,,,,,,,,,,Neither own nor pay rent,,,,,,,,,,,,,,,Before 2023,,,,,,,,,,,,,Somewhat satisfied,Somewhat satisfied,Very satisfied,Somewhat satisfied,Somewhat satisfied,"Yes, slightly",Yes,No,No,No,No,About the same,No,No,No,Yes,No,No,Yes,No,No,Yes,Yes,No,,,,,,,,,,,,,,Somewhat confident,Yes,Yes,No,No,No,No,No,,No,No,Yes,,,,,,,,Yes,paid at least the minimum payment on all credit cards,Most or all of the time,No,,,,,,,,,,No,No,No,,,Associate degree,No,,,Humanities / arts,No,,,,,No,,,,,,,,,No,Yes,,,,,,,,,,,,,,,Yes,No,No,No,No,No,Slightly comfortable,No,No,Yes,Yes,No,No,No,No,No,"$35,000 to $39,999",No,No,No,No,,Roughly the same amount each month,,The same as your income,About the same,About the same,Somewhat worse,Yes,Yes,Yes,Yes,Yes,Yes,,No,Yes,No,Yes,No,No,Yes,No,No,No,No,Does not apply (do not have bill),Does not apply (do not have bill),Paid in full,Does not apply (do not have bill),$100 to $499,Very well,Somewhat,Very well,Rarely,Often,Enough of the kinds of food we wanted to eat,No,No,No,Yes,Yes,No,Yes,Yes,No,,Yes,Yes,No,No,No,No,No,High school degree or GED,24,18-24,18–29,Some college or Associate's degree,Some college or Associate's degree,Working full-time,Hispanic,Female,3,A one-family house detached from any other house,"$100,000 to $149,999",Never married,Metro,South,South Atlantic,Owned or being bought by you or someone in your household,nc,0,3,Management,Wholesale Trade,Private-for-profit company,No,Good,,,,Only Spanish,White,"Yes, Other","Straight, that is, not gay",Yes,,No,No,No,No,No,3,Hispanic,"$25,000–$49,999",Some college/technical or associates degree,No,Yes,Public
